,title,character,dialogue
5280,Ferris-Buellers-Day-Off,CAMERON,That's a pretty grim thought.
5281,Ferris-Buellers-Day-Off,SLOANE,"True, but it's an option. No options is worse."
5282,Ferris-Buellers-Day-Off,CAMERON,I don't know what I'm gonna do.
5283,Ferris-Buellers-Day-Off,SLOANE,College.
5284,Ferris-Buellers-Day-Off,CAMERON,"Yeah, but to do what?"
5285,Ferris-Buellers-Day-Off,SLOANE,What are you interested in?
5286,Ferris-Buellers-Day-Off,CAMERON,Nothing.
5287,Ferris-Buellers-Day-Off,SLOANE,Me either.
5288,Ferris-Buellers-Day-Off,CAMERON,What do you think Ferris is gonna do?
5289,Ferris-Buellers-Day-Off,FERRIS,AH!
5290,Ferris-Buellers-Day-Off,FERRIS,Who is it?
5291,Ferris-Buellers-Day-Off,FERRIS,Have a nice day.
5292,Ferris-Buellers-Day-Off,CAMERON,"How does she do that? One goes one way, one goes the other."
5293,Ferris-Buellers-Day-Off,FERRIS,She's probably schizophrenic.
5294,Ferris-Buellers-Day-Off,SLOANE,"Ferris, this is nauseating me. Really. I'm losing respect for you by the bucket."
5295,Ferris-Buellers-Day-Off,FERRIS,You don't think it's amazing that we got in?
5296,Ferris-Buellers-Day-Off,SLOANE,Who wants to get in?
5297,Ferris-Buellers-Day-Off,FERRIS,"Cameron looks like a toddler, for Christ's sake. I'm talking about a major achievement in false identification."
5298,Ferris-Buellers-Day-Off,SLOANE,I'm not interested in watching someone jiggle their mammary glands.
5299,Ferris-Buellers-Day-Off,FERRIS,Point well taken. But consider why she does it. Why she does it and you don't.
5300,Ferris-Buellers-Day-Off,SLOANE,I'm not a tramp.
5301,Ferris-Buellers-Day-Off,FERRIS,"Maybe her life fell apart. Maybe she lost somebody. A lover. A boyfriend. A parent. A child... This kind of thing makes me a little depressed. You may think because I'm the age I am that I'm a sex maniac. That sex is all I think about. But that's not true. I'm a romantic. I think alot of people my age are. We think about love and matters of the heart. And SAT scores and acne aside, we worry about lonliness. It's a terrible thing. And we feel it. I feel it."
5302,Ferris-Buellers-Day-Off,FERRIS,"You know, someone said the world's a stage and each must play a part. Fate had me playing in love, with you as my sweetheart. Act one was when we met. I loved you at first glance. You read your lines so cleverly and never missed a cue. Then came act two. You seemed to change. You acted strange. And why, I've never known."
5303,Ferris-Buellers-Day-Off,FERRIS,"Honey, you lies when you said you loved me and I had no cause to doubt you. But I'd rather go on hearing your lies than to go on living without you. Now, the stage is bare and I'm standing there with emptiness all around and if you won't come back to me, then they can bring the curtain down..."
5304,Ferris-Buellers-Day-Off,FERRIS,So...
5305,Ferris-Buellers-Day-Off,FERRIS,"So, Yuri, how long have you been in America?"
5306,Ferris-Buellers-Day-Off,FERRIS,What's your overall impression?
5307,Ferris-Buellers-Day-Off,FERRIS,Better than Russia?
5308,Ferris-Buellers-Day-Off,FERRIS,Clearly you've never been to an American high school.
5309,Ferris-Buellers-Day-Off,CAMERON,"It's getting late, Ferris. I have to get the car home. I know you don't care, but it means my ass."
5310,Ferris-Buellers-Day-Off,FERRIS,You think I don't care?
5311,Ferris-Buellers-Day-Off,CAMERON,I know you don't care.
5312,Ferris-Buellers-Day-Off,FERRIS,"That hurts, Cameron."
5313,Ferris-Buellers-Day-Off,SLOANE,"Jump back, Ferris, Cameron's been a good sport."
5314,Ferris-Buellers-Day-Off,FERRIS,"Cameron, what'd you see today?"
5315,Ferris-Buellers-Day-Off,FERRIS,"You saw four states, a submarine, a giant heart, seventy five dollars worth of cooked pancreas, two of the most incredible breasts ever to come out of modern plastics, major league baseball and... Are you gonna chuck your nachos?"
5316,Ferris-Buellers-Day-Off,FERRIS,What's he doing?
5317,Ferris-Buellers-Day-Off,SLOANE,He's looking at me and he's licking the glass and making obscene gestures with his hands.
5318,Ferris-Buellers-Day-Off,FERRIS,What?!
5319,Ferris-Buellers-Day-Off,SLOANE,Roast!
5320,Ferris-Buellers-Day-Off,CAMERON,Money...tits...please...
5321,Ferris-Buellers-Day-Off,FERRIS,Bueller. Ferris Bueller.
5322,Ferris-Buellers-Day-Off,FERRIS,It's cool.
5323,Ferris-Buellers-Day-Off,FERRIS,"I'm going to tell a massive lie here. It's going to by very thick and very steamy. I think radio's a facinating medium, it challenges the imagination. Unlike television which provides the images, radio... You know this. Anyway, it's always been a dream of mine to be on the radio. I have what I consider to be an excellent broadcast voice. I practise it in the bathroom all the time. I used to play records and do introductions to them. But I've never had the chance to sit behind a microphone and try it out for real. This is a 50,000 watt outlet. I'm going out to several million people so let me just say, I'm in a very pleasant groove right now. Well, Steve, you and your listeners are probably not going to believe this but..."
5324,Ferris-Buellers-Day-Off,FERRIS,"I was going to say I knew Springsteen's home phone number and I was going to give out the number of the New Jersey State Police but I thought I might get busted. After I got flunked in driver's ed for sideswiping a mail box, which was not in any way, shape or from my fault. I was putting out a cigarette, like I was told. It was weird. I'm so used to getting in a car and lighting up, because I'm not allowed to smoke at home, that I got in the driver's ed. car and spaced completely, pulled out of the lot, lit up a 'boro and Mrs. Heller looked at me like I'd just pulled a bunny out of my nose or something and I realized what the hell I was doing and I went to put it out and hit the mail box. Anyway, I was so pissed off at her reaction to the whole thing that I considered running an ad in a sleaze magazine for a school teacher that does phone sex and I was gonna use Mrs. Heller's home number but is cost too much. I took it again and passed. But I had to work at Burger King to get the cash to pay for the driver's ed. car. The car got fixed in auto shop for nothing and I think Rooney pocketed the cash. But I can't prove it? I'm in high school, remember?"
5325,Ferris-Buellers-Day-Off,FERRIS,It's kind of a long story but I've been doing alot of programming for NASA.
5326,Ferris-Buellers-Day-Off,FERRIS,"Just out of curiosity, what was your top speed coming down the ramp?"
5327,Ferris-Buellers-Day-Off,FERRIS,Stunning!
5328,Ferris-Buellers-Day-Off,FERRIS,This is probably the last time you'll have to ride back here. Keep that in mind.
5329,Ferris-Buellers-Day-Off,SLOANE,What's next.
5330,Ferris-Buellers-Day-Off,CAMERON,Nothing. We return the car.
5331,Ferris-Buellers-Day-Off,SLOANE,We could go to my house. My parents aren't coming home until late.
5332,Ferris-Buellers-Day-Off,FERRIS,We have enough cash left for a quick flight to Peoria and back.
5333,Ferris-Buellers-Day-Off,CAMERON,Very funny.
5334,Ferris-Buellers-Day-Off,FERRIS,Cameron? How many miles did you say this thing had when we left?
5335,Ferris-Buellers-Day-Off,CAMERON,One hundred and twenty six and halfway between three and four tenths. Why? How many miles are on it now?
5336,Ferris-Buellers-Day-Off,FERRIS,Here's where Cameron goes berserk.
5337,Ferris-Buellers-Day-Off,SLOANE,You okay?
5338,Ferris-Buellers-Day-Off,FERRIS,"Hey, Cameron. It's okay. We'll fix it."
5339,Ferris-Buellers-Day-Off,SLOANE,Cameron! Cut it out! What's wrong?! Ferris!
5340,Ferris-Buellers-Day-Off,FERRIS,"Cameron, are you okay? It's no problem, really. Your old man won't know a thing. It's completely fixable."
5341,Ferris-Buellers-Day-Off,SLOANE,"Shut-up! It is a problem! For him it's a problem. Nothing's a problem for you. But it's a problem for him! So, just shut-up."
5342,Ferris-Buellers-Day-Off,SLOANE,"What can I do, Cameron?"
5343,Ferris-Buellers-Day-Off,FERRIS,"This may very well be for real. I think Cameron might have blown a micro-chip or two. He's always been a little keyed-up. All I wanted to do was give him a good day. We're gonna graduate in a couple of months. Then we have the summer. He'll work and I'll work. And we'll see each other at night and on the weekends but then he'll go to one school and I'll go to another. And basically that'll be it. As much as we like each other, the process of growing up will separate us."
5344,Ferris-Buellers-Day-Off,FERRIS,"Sloane's a bigger problem. She still has another year of high school. How do I deal with that? I was serious when I said I'd marry her. I would. This isn't just teenage infatuation. That's what my parents call it. What do they call what they have? If that's love, I'll take infatuation."
5345,Ferris-Buellers-Day-Off,FERRIS,"Cameron's never been in love. At least no one's ever been in love with him. He's gonna marry the first girl he lays. And she's gonna treat him like shit because he's gonna kiss her ass for giving him what he's built-up in his mind as the end-all, be-all of human existance. She won't respect him because you can't respect someone who kisses your ass. It just doesn't work."
5346,Ferris-Buellers-Day-Off,SLOANE,Ferris?
5347,Ferris-Buellers-Day-Off,FERRIS,I'm being tested here.
5348,Ferris-Buellers-Day-Off,FERRIS,"My best friend has flipped-out. Conventional wisdom would suggest a visit to the nearest trauma center. I wouldn't fault anybody for doing that. My, personally, I think this calls for something new, something bold, something wet and wild."
5349,Ferris-Buellers-Day-Off,FERRIS,"You feeling any better, Cameron?"
5350,Ferris-Buellers-Day-Off,SLOANE,The water's really nice. I wish you'd come in.
5351,Ferris-Buellers-Day-Off,CAMERON,Surgery...fire...move...
5352,Ferris-Buellers-Day-Off,FERRIS,Cameron? Do you think this because of the car or is it a combination of everything shitty in your life?
5353,Ferris-Buellers-Day-Off,CAMERON,Music...kiss...attack...
5354,Ferris-Buellers-Day-Off,FERRIS,You just can't deal with anymore shit? The car took you into the red zone? Time for a reality check?
5355,Ferris-Buellers-Day-Off,SLOANE,"Cameron? I could flip real easy, too. There's nothing wrong with it. At one time or another, everybody goes to the zoo."
5356,Ferris-Buellers-Day-Off,FERRIS,Maybe he was actually sick. Maybe he wasn't bullshitting himself.
5357,Ferris-Buellers-Day-Off,CAMERON,Gesundheit...God...mercy...
5358,Ferris-Buellers-Day-Off,FERRIS,CAMERON!
5359,Ferris-Buellers-Day-Off,SLOANE,What?
5360,Ferris-Buellers-Day-Off,FERRIS,You asshole!
5361,Ferris-Buellers-Day-Off,SLOANE,What?
5362,Ferris-Buellers-Day-Off,SLOANE,What's so funny?
5363,Ferris-Buellers-Day-Off,CAMERON,"The whole time I was just thinking things over. I was like, meditating. I was thinking about the future. And I realized it doesn't make and difference if the present goes to shit."
5364,Ferris-Buellers-Day-Off,FERRIS,I have a agree with you there.
5365,Ferris-Buellers-Day-Off,SLOANE,Really.
5366,Ferris-Buellers-Day-Off,CAMERON,"I've been thinking all day that if you could only have the use of one word, what would it be?"
5367,Ferris-Buellers-Day-Off,FERRIS,Sloane is naked before your eyes and you're thinking about words?
5368,Ferris-Buellers-Day-Off,SLOANE,"God bless you, Cameron."
5369,Ferris-Buellers-Day-Off,CAMERON,"Thank you, Sloane."
5370,Ferris-Buellers-Day-Off,CAMERON,"If you guys only had one word, what would it be?"
5371,Ferris-Buellers-Day-Off,FERRIS,I can't believe you'd think up something like with a naked girl in a jacuzzi right in front of you.
5372,Ferris-Buellers-Day-Off,SLOANE,"Come on, Ferris, answer his question."
5373,Ferris-Buellers-Day-Off,FERRIS,Bathroom.
5374,Ferris-Buellers-Day-Off,SLOANE,I'd say...
5375,Ferris-Buellers-Day-Off,FERRIS,Cash.
5376,Ferris-Buellers-Day-Off,CAMERON,It's the only word you could ever use.
5377,Ferris-Buellers-Day-Off,FERRIS,Hello.
5378,Ferris-Buellers-Day-Off,SLOANE,Love.
5379,Ferris-Buellers-Day-Off,FERRIS,"And what is you loathe somebody? Are you going to say ""love"" every time you see them?"
5380,Ferris-Buellers-Day-Off,SLOANE,"It's better than ""hello""."
5381,Ferris-Buellers-Day-Off,FERRIS,Hellos' generic.
5382,Ferris-Buellers-Day-Off,SLOANE,You wanna be generic?
5383,Ferris-Buellers-Day-Off,CAMERON,It's help.
5384,Ferris-Buellers-Day-Off,CAMERON,The word is help.
5385,Ferris-Buellers-Day-Off,CAMERON,Ferris? It's not working.
5386,Ferris-Buellers-Day-Off,CAMERON,"The miles aren't coming off, running it in reverse."
5387,Ferris-Buellers-Day-Off,FERRIS,I thought that might be a problem. Let's crack open the odometer and roll it back by hand.
5388,Ferris-Buellers-Day-Off,CAMERON,I got a better idea. It's cool.
5389,Ferris-Buellers-Day-Off,CAMERON,"Seventeen years and I've never taken a stand. Now, I'm gonna do it. I'm taking a stand against my father, against my family, against myself, against my past, my present and my future. I will not sit idly by as events that affect me unfold to change the course of my life. I will take a stand and I will defend it. When my father comes home tonight, he's finally going to have to deal with me. Good or bad, I'm taking a stand."
5390,Ferris-Buellers-Day-Off,FERRIS,This is a big U-2 fan.
5391,Ferris-Buellers-Day-Off,FERRIS,What was that about?
5392,Ferris-Buellers-Day-Off,SLOANE,This has to be a dream.
5393,Ferris-Buellers-Day-Off,FERRIS,Cameron? One quick question. Why'd you do that?
5394,Ferris-Buellers-Day-Off,FERRIS,You trashed the car.
5395,Ferris-Buellers-Day-Off,SLOANE,Why?
5396,Ferris-Buellers-Day-Off,CAMERON,I took a stand.
5397,Ferris-Buellers-Day-Off,FERRIS,"No, Cameron. You wrecked a car."
5398,Ferris-Buellers-Day-Off,CAMERON,It's okay.
5399,Ferris-Buellers-Day-Off,FERRIS,I have an idea. If you're interested.
5400,Ferris-Buellers-Day-Off,CAMERON,I'm gonna handle it.
5401,Ferris-Buellers-Day-Off,FERRIS,I think this could work.
5402,Ferris-Buellers-Day-Off,CAMERON,"No, thanks. I want to deal with it by myself."
5403,Ferris-Buellers-Day-Off,SLOANE,What about your one word?
5404,Ferris-Buellers-Day-Off,CAMERON,"You already did it. If I need it again, I'll use it."
5405,Ferris-Buellers-Day-Off,CAMERON,It's cool. I'm loose.
5406,Ferris-Buellers-Day-Off,SLOANE,I had a great time today.
5407,Ferris-Buellers-Day-Off,FERRIS,Yeah. It was pretty cool.
5408,Ferris-Buellers-Day-Off,SLOANE,You think Cameron's gonna be alright?
5409,Ferris-Buellers-Day-Off,FERRIS,"Sure. He had to so it, I guess. His old man had it coming. He'll be okay. I'd be worried if he'd taken my idea."
5410,Ferris-Buellers-Day-Off,SLOANE,"You didn't have an idea, did you?"
5411,Ferris-Buellers-Day-Off,FERRIS,Not a glimmer.
5412,Ferris-Buellers-Day-Off,SLOANE,You're so smart.
5413,Ferris-Buellers-Day-Off,FERRIS,No. I'm just real loose.
5414,Ferris-Buellers-Day-Off,FERRIS,I'll call you tonight.
5415,Ferris-Buellers-Day-Off,SLOANE,I LOVE YOU!
5416,Ferris-Buellers-Day-Off,SLOANE,He's gonna marry me. I know it.
5417,Ferris-Buellers-Day-Off,FERRIS,Yes.
5418,Ferris-Buellers-Day-Off,FERRIS,"No, but Kimberly's is."
5419,Ferris-Buellers-Day-Off,FERRIS,"Thanks, Jeanie."
5420,Ferris-Buellers-Day-Off,FERRIS,"By the way, I borrowed some cash from you. I'll pay you back."
5421,Ferris-Buellers-Day-Off,FERRIS,I want to.
5422,Ferris-Buellers-Day-Off,FERRIS,It's completely cool.
5423,Ferris-Buellers-Day-Off,FERRIS,"Upstairs, Mom!"
5424,Ferris-Buellers-Day-Off,FERRIS,Vaguely.
5425,Ferris-Buellers-Day-Off,FERRIS,He's cool. But stay away from his brother.
5426,Ferris-Buellers-Day-Off,FERRIS,"150% better, thank you."
5427,Ferris-Buellers-Day-Off,FERRIS,"I'm much better, really. Please, don't make me stay home again. I want to go to school. I'm graduating in June and I..."
5428,Ferris-Buellers-Day-Off,FERRIS,"Maybe you're right, Dad."
5429,Ferris-Buellers-Day-Off,FERRIS,Years of practice.
5430,Ferris-Buellers-Day-Off,FERRIS,"Yeah, life is a carousel. A great big crazy ball of pure living, breathing joy and delight."
5431,Ferris-Buellers-Day-Off,FERRIS,You gotta get one.
5432,Finding-Nemo,MARLIN,Wow.
5433,Finding-Nemo,MARLIN,Wow.
5434,Finding-Nemo,MARLIN,Wow.
5435,Finding-Nemo,MARLIN,"So, Coral, when you said you wanted an ocean view, you didn't think that we we're gonna get the whole ocean, did you? Huh? [sighs] Oh yeah. A fish can breath out here. Did your man deliver or did he deliver?"
5436,Finding-Nemo,MARLIN,And it wasn't so easy.
5437,Finding-Nemo,MARLIN,You better believe they did--every single one of them.
5438,Finding-Nemo,MARLIN,"So, you do like it, don't you?"
5439,Finding-Nemo,MARLIN,"Coral, honey, these are our kids we're talking about. They deserve the best. Look, look, look. They'll wake up, poke their little heads out and they'll see a whale! See, right by their bedroom window."
5440,Finding-Nemo,MARLIN,"Oh, right. Right."
5441,Finding-Nemo,MARLIN,"You wanna name all of 'em, right now? All right, we'll name this half Marlin Jr. and then this half Coral Jr. Okay, we're done."
5442,Finding-Nemo,MARLIN,"Nemo? Well, we'll name one Nemo but I'd like most of them to be Marlin Jr."
5443,Finding-Nemo,MARLIN,Yeah. What if they don't like me?
5444,Finding-Nemo,MARLIN,"No, really."
5445,Finding-Nemo,MARLIN,You remember how we met?
5446,Finding-Nemo,MARLIN,"Well, I remember. 'Excuse me, miss, can you check and see if there's a hook in my lip?'"
5447,Finding-Nemo,MARLIN,Here he is. Cutie's here! Where did everybody go?
5448,Finding-Nemo,MARLIN,"[gasps] Coral, get inside the house, Coral. No, Coral, don't. They'll be fine. Just get inside, you, right now."
5449,Finding-Nemo,MARLIN,No!
5450,Finding-Nemo,MARLIN,Coral! Coral?
5451,Finding-Nemo,MARLIN,Coral? Oh!
5452,Finding-Nemo,MARLIN,"Ohh. There, there, there. It's okay, daddy's here. Daddy's got you. I promise, I will never let anything happen to you...Nemo."
5453,Finding-Nemo,NEMO,"First day of school! First day of school! Wake up, wake up! C'mon, first day of school!"
5454,Finding-Nemo,MARLIN,I don't wanna go to school. Five more minutes.
5455,Finding-Nemo,NEMO,"Not you, dad. Me!"
5456,Finding-Nemo,MARLIN,Okay...huh?
5457,Finding-Nemo,NEMO,"Get up, get up! It's time for school! It's time for school! It's time for school! It's time for school! Oh boy! Oh boy!"
5458,Finding-Nemo,MARLIN,"All right, I'm up."
5459,Finding-Nemo,NEMO,Oh boy--whoa!
5460,Finding-Nemo,MARLIN,Nemo!
5461,Finding-Nemo,NEMO,First day of school!
5462,Finding-Nemo,MARLIN,"[gasps] Nemo, don't move! Don't move! You'll never get out of there yourself. I'll do it. All right, where's the break? You feel a break?"
5463,Finding-Nemo,NEMO,No.
5464,Finding-Nemo,MARLIN,"Sometimes you can't tell 'cause fluid is rushing to the area. Now, any rushing fluids?"
5465,Finding-Nemo,NEMO,No.
5466,Finding-Nemo,MARLIN,Are you woozy?
5467,Finding-Nemo,NEMO,No.
5468,Finding-Nemo,MARLIN,How many stripes do I have?
5469,Finding-Nemo,NEMO,I'm fine.
5470,Finding-Nemo,MARLIN,Answer the stripe question!
5471,Finding-Nemo,NEMO,Three.
5472,Finding-Nemo,MARLIN,"No! See, something's wrong with you. I have one, two, three--that's all I have? Oh, you're okay. How's the lucky fin?"
5473,Finding-Nemo,NEMO,Lucky.
5474,Finding-Nemo,MARLIN,Let's see.
5475,Finding-Nemo,MARLIN,Are you sure you wanna go to school this year? 'Cause there's no problem if you don't. You can wait 5 or 6 years.
5476,Finding-Nemo,NEMO,"Come on, dad. It's time for school."
5477,Finding-Nemo,MARLIN,Ah-ah-ah! Forgot to brush.
5478,Finding-Nemo,NEMO,Ohh...
5479,Finding-Nemo,MARLIN,Do you want this anemone to sting you?
5480,Finding-Nemo,NEMO,Yes.
5481,Finding-Nemo,MARLIN,Brush.
5482,Finding-Nemo,NEMO,"Okay, I'm done."
5483,Finding-Nemo,MARLIN,You missed a spot.
5484,Finding-Nemo,NEMO,Where?
5485,Finding-Nemo,MARLIN,There. Ha ha! Right there. And here and here and here!
5486,Finding-Nemo,MARLIN,"All right, we're excited. First day of school, here we go. We're ready to learn to get some knowledge. Now, what's the one thing we have to remember about the ocean?"
5487,Finding-Nemo,NEMO,It's not safe.
5488,Finding-Nemo,MARLIN,"That's my boy. So, first we check to see that the coast is clear. We go out and back in. And then we go out, and back in. And then one more time--out and back in. And sometimes, if you wanna do it four times--"
5489,Finding-Nemo,NEMO,Dad..
5490,Finding-Nemo,MARLIN,"All right. Come on, boy."
5491,Finding-Nemo,NEMO,"Dad, maybe while I'm at school, I'll see a shark!"
5492,Finding-Nemo,NEMO,Have you ever met a shark?
5493,Finding-Nemo,MARLIN,"No, and I don't plan to."
5494,Finding-Nemo,NEMO,How old are sea turtles?
5495,Finding-Nemo,MARLIN,Sea turtles? I don't know.
5496,Finding-Nemo,NEMO,"Sandy Plankton from next door, he said that sea turtles, said that they live to be about a hundred years old!"
5497,Finding-Nemo,MARLIN,"Well, you know what, if I ever meet a sea turtle, I'll ask him. After I'm done talking to the shark, okay? Whoa, whoa, whoa! Hold on, hold on, wait to cross. Hold my fin, hold my fin."
5498,Finding-Nemo,NEMO,"Dad, you're not gonna freak out like you did at the petting zoo, are you?"
5499,Finding-Nemo,MARLIN,"Hey, that snail was about to charge. Hmm, I wonder where we're supposed to go."
5500,Finding-Nemo,MARLIN,"Come on, we'll try over there."
5501,Finding-Nemo,MARLIN,"Excuse me, is this where we meet his teacher?"
5502,Finding-Nemo,MARLIN,"Yes. Shocking, I know."
5503,Finding-Nemo,MARLIN,Marlin.
5504,Finding-Nemo,MARLIN,"Well, actually, that's a common misconception. Clownfish are no funnier than any other fish."
5505,Finding-Nemo,MARLIN,"All right, I know one joke. Um, there's a mollusk, see? And he walks up to a sea, well he doesn't walk up, he swims up. Well, actually the mollusk isn't moving. He's in one place and then the sea cucumber, well they--I mixed up. There was a mollusk and a sea cucumber. None of them were walking, so forget that I--"
5506,Finding-Nemo,NEMO,"Dad, dad...can I go play too? Can I?"
5507,Finding-Nemo,MARLIN,I would feel better if you go play over on the sponge beds.
5508,Finding-Nemo,MARLIN,That's where I would play
5509,Finding-Nemo,MARLIN,"He was born with it, kids. We call it his lucky fin."
5510,Finding-Nemo,NEMO,Dad.
5511,Finding-Nemo,MARLIN,"Whoa, you better stay with me."
5512,Finding-Nemo,NEMO,"Dad, you can go now."
5513,Finding-Nemo,NEMO,I'm Nemo.
5514,Finding-Nemo,NEMO,Okay.
5515,Finding-Nemo,NEMO,An anemo-none. A nemenem-menome-nememen-nenemone--
5516,Finding-Nemo,MARLIN,"Just so you know, he's got a little fin. I find if he's having trouble swimming, let him take a break. Ten, fifteen minutes."
5517,Finding-Nemo,NEMO,"Dad, it's time for you to go now."
5518,Finding-Nemo,MARLIN,"Bye, Nemo!"
5519,Finding-Nemo,NEMO,"Bye, dad!"
5520,Finding-Nemo,MARLIN,"Bye, son! Be safe."
5521,Finding-Nemo,MARLIN,"Well, you can't hold onto them forever, can you?"
5522,Finding-Nemo,MARLIN,"They just gotta grow up--the drop off?! They're going to the drop off?! Wh-what are you, insane?! Why don't we fry 'em up now and serve them with chips!?"
5523,Finding-Nemo,MARLIN,"Don't tell me to be calm, pony boy!"
5524,Finding-Nemo,NEMO,Whoa.
5525,Finding-Nemo,NEMO,"Hey guys, wait up! Whoa."
5526,Finding-Nemo,NEMO,What's that?
5527,Finding-Nemo,NEMO,Whoa.
5528,Finding-Nemo,NEMO,"Uh, my dad says it's not safe."
5529,Finding-Nemo,MARLIN,"Nemo, no!"
5530,Finding-Nemo,NEMO,Dad?
5531,Finding-Nemo,MARLIN,You were about to swim into open water!
5532,Finding-Nemo,NEMO,"No, I wasn't go out--but dad!"
5533,Finding-Nemo,MARLIN,"It was a good thing I was here. If I hadn't showed up, I don't know--"
5534,Finding-Nemo,NEMO,"No, I wasn't."
5535,Finding-Nemo,MARLIN,"This does not concern you, kids. And you're lucky I don't tell your parents you were out there. You know you can't swim well."
5536,Finding-Nemo,NEMO,"I can swim fine, dad, okay?"
5537,Finding-Nemo,MARLIN,"No, it's not okay. You shouldn't be anywhere near here. Okay, I was right. You'll start school in a year or two."
5538,Finding-Nemo,NEMO,"No, dad! Just because you're scared of the ocean--"
5539,Finding-Nemo,MARLIN,"Clearly, you're not ready. And you're not coming back until you are. You think you can do these things but you just can't, Nemo!"
5540,Finding-Nemo,NEMO,I hate you.
5541,Finding-Nemo,MARLIN,I'm sorry. I didn't mean to interrupt things. He isn't a good swimmer and it's a little too soon for him to be out here unsupervised.
5542,Finding-Nemo,MARLIN,"Nemo! What do you think you're doing? You're gonna get stuck out there and I'll have to get you before another fish does! Get back here! I said get back here, now! Stop! You take one move, mister. Don't youdare! If you put one fin on that boat..are you listening to me? Don't touch the bo--Nemo!"
5543,Finding-Nemo,MARLIN,"You paddle your little tail back here, Nemo. That's right. You are in big trouble, young man. Do you hear me? Big...big--"
5544,Finding-Nemo,NEMO,Aaaah! Daddy! Help me!
5545,Finding-Nemo,MARLIN,"I'm coming, Nemo!"
5546,Finding-Nemo,NEMO,Ah! Oh no! Dad! Daddy!
5547,Finding-Nemo,MARLIN,"Oh! Nemo! Unh! Nemo! Nemo, no! Nemo! Nemo! Nemo! No! No! Aah! Nemo! Nemo!"
5548,Finding-Nemo,MARLIN,"Oh no. No, no. It's gone, it's gone. No, no, it can't be gone. No, no! Nemo! Nemo! Nemo! No! Nemo! Nemo! No! No, please, no! No, no!"
5549,Finding-Nemo,MARLIN,"Has anybody seen a boat!? Please! A white boat! They took my son! My son! Help me, please!"
5550,Finding-Nemo,DORY,Look out!
5551,Finding-Nemo,MARLIN,Waaaah!
5552,Finding-Nemo,MARLIN,"Ooh, ooh..."
5553,Finding-Nemo,DORY,"Ohh. Oh, oh. Sorry! I didn't see you. Sir, are you okay?"
5554,Finding-Nemo,MARLIN,"He's gone, he's gone.."
5555,Finding-Nemo,DORY,"There, there. It's all right."
5556,Finding-Nemo,MARLIN,He's gone.
5557,Finding-Nemo,DORY,It'll be okay.
5558,Finding-Nemo,MARLIN,"No, no. They took him away. I have to find the boat."
5559,Finding-Nemo,DORY,"Hey, I've seen a boat."
5560,Finding-Nemo,MARLIN,You have?
5561,Finding-Nemo,DORY,It passed by not too long ago.
5562,Finding-Nemo,MARLIN,A white one?
5563,Finding-Nemo,DORY,Hi. I'm Dory.
5564,Finding-Nemo,MARLIN,Where!? Which way!?
5565,Finding-Nemo,DORY,"Oh, oh, oh! It-it went, um, this way! And it went this way! Follow me!"
5566,Finding-Nemo,DORY,No problem.
5567,Finding-Nemo,MARLIN,Hey! Wait!
5568,Finding-Nemo,DORY,Will you quit it?
5569,Finding-Nemo,MARLIN,What?
5570,Finding-Nemo,DORY,"I'm trying to swim here. What, ocean ain't big enough for you?"
5571,Finding-Nemo,MARLIN,Huh?
5572,Finding-Nemo,DORY,"You got a problem, buddy? Huh? Huh? Do 'ya? Do 'ya? Do 'ya? You want a piece of me? Yeah, oooh, I'm scared now. Whaat!?"
5573,Finding-Nemo,MARLIN,Wait a minute..
5574,Finding-Nemo,DORY,"Stop following me, okay!?"
5575,Finding-Nemo,MARLIN,What? You're showing me which way the boat went!
5576,Finding-Nemo,DORY,"A boat? Hey, I've seen a boat. It passed by not too long ago. It went this way, it went this way. Follow me!"
5577,Finding-Nemo,MARLIN,"Wait a minute, wait a minute! What is going on? You already told me which way the boat was going!"
5578,Finding-Nemo,DORY,I did? Oh dear...
5579,Finding-Nemo,MARLIN,"If this is some kind of practical joke, it's not funny! And I know funny..I'm a clownfish!"
5580,Finding-Nemo,DORY,"No, it's not. I know it's not. I'm so sorry. See, I suffer from short-term memory loss."
5581,Finding-Nemo,MARLIN,Short-term memory loss..I don't believe this!
5582,Finding-Nemo,DORY,"No, it's true. I forget things almost instantly. It runs in my family..or at least I think it does. Hmmm..where are they? Can I help you?"
5583,Finding-Nemo,MARLIN,"Something's wrong with you, really. You're wasting my time. I have to find my son. [gasps]"
5584,Finding-Nemo,DORY,"Well, hi!"
5585,Finding-Nemo,MARLIN,Nothing. We're not doing anything. We're not even out.
5586,Finding-Nemo,DORY,"Ooh, I love parties! Parties are fun!"
5587,Finding-Nemo,MARLIN,"Parties are fun, and it's tempting but--"
5588,Finding-Nemo,MARLIN,O-okay..that's all that matters.
5589,Finding-Nemo,DORY,"Hey, look--balloons! It is a party!"
5590,Finding-Nemo,DORY,Hey there!
5591,Finding-Nemo,DORY,Ooh! Pick me! Pick me!
5592,Finding-Nemo,DORY,Woo-hoo!
5593,Finding-Nemo,DORY,Hi. I'm Dory.
5594,Finding-Nemo,DORY,"And, uh, well, I don't think I've ever eaten a fish."
5595,Finding-Nemo,DORY,Whew! I'm glad I got that off my chest.
5596,Finding-Nemo,MARLIN,Me? I don't have a problem.
5597,Finding-Nemo,MARLIN,"Okay. Uh, hello. My name is Marlin. I'm a clownfish--"
